station_name,month,latitude,longitude,altitude,mean_daily_maximum_temperature_in_c,mean_daily_minimum_temperature_in_c,max_high_temp_value,max_high_temp_date,max_low_temp_value,max_low_temp_date,min_high_temp_value,min_high_temp_date,min_low_temp_value,min_low_temp_date,mean_monthly_total_rainfall_in_mm,mean_monthly_rainy_days,max_rainfall_value,max_rainfall_date,mean_of_highest_maximum_temperature_in_the_month_in_c,mean_of_lowest_minimum_temperature_in_the_month_in_c,mean_dry_bulb_temperature_in_c_03UTC,mean_dry_bulb_temperature_in_c_12UTC,mean_wet_bulb_temperature_in_c_03UTC,mean_wet_bulb_temperature_in_c_12UTC,mean_station_level_pressure_in_hpa_03UTC,mean_station_level_pressure_in_hpa_12UTC,mean_vapour_pressure_in_hpa_03UTC,mean_vapour_pressure_in_hpa_12UTC,mean_relative_humidity_in_percent_03UTC,mean_relative_humidity_in_percent_12UTC,mean_total_clouds_in_okta_03UTC,mean_total_clouds_in_okta_12UTC,mean_low_clouds_in_okta_03UTC,mean_low_clouds_in_okta_12UTC,mean_wind_speed_in_kmph,district,state,controlling_rmc,controlling_mc,station_number
GANNAVARAM,4,16.53333333,80.8,21,37.9,25.3,44.5,24-04-1985,26.6,14-04-2001,30.2,29-04-2008,19.4,21-04-1971,17.2,0.9,77.5,25-04-1953,41.1,22.3,29.9,34.6,26.4,25.9,1007.4,1002.8,31.7,26.5,75,48,4.3,2.3,2.9,0.8,4.1,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,5,16.53333333,80.8,21,40.2,27.3,48.8,11-05-2002,25.7,10-05-1990,33.9,13-05-2002,19.4,01-05-1997,63,2.5,210,10-05-1990,44.9,22.5,31.9,36.7,27,26.9,1003.4,998.8,31.8,27.7,68,46,4.2,3.4,1.9,1.2,4.9,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,6,16.53333333,80.8,21,37.2,26.7,47.6,05-06-2003,25.4,17-06-1996,32.6,09-06-2022,20.2,07-06-1976,138.3,7.4,156.9,16-06-1996,42.7,23.3,30.6,34.7,26,26.4,1001.1,997.1,29.9,27.8,69,52,5.5,5.7,1.7,2.1,5.4,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,7,16.53333333,80.8,21,33.9,25.4,41,07-07-1966,25.1,24-07-2005,30.4,07-07-1979,20.2,10-07-1982,207.7,12.1,211.3,23-07-1989,38.3,22.9,28.4,31.6,25.5,26.3,1001.3,998,30.4,30,79,66,6.4,6.4,2,2.4,5,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,8,16.53333333,80.8,21,33,25.1,39.8,08-08-2009,24.4,10-08-2008,29.2,09-08-2020,20.2,19-08-2004,180.5,10.4,122.7,31-08-2024,36.1,22.7,28,30.6,25.5,26.3,1002.6,999.2,30.8,30.7,81,71,6.1,6.3,2,2.3,4.4,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,9,16.53333333,80.8,21,33.2,24.9,39.4,27-09-1987,24.8,09-09-1975,29.7,05-09-1981,18.2,06-09-1957,170.3,8.7,160.7,20-09-2005,36.1,22.7,28.2,30.1,26,26.5,1004.5,1001,31.8,31.8,83,75,5.5,6,2,2.2,3,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,10,16.53333333,80.8,21,32.4,23.8,38.2,03-10-2011,23.1,17-10-1969,27.6,20-10-2021,17.6,24-10-1967,150.6,7.6,200.6,16-10-1995,35.1,20.9,27.5,28.8,25.1,25.7,1007.8,1004.5,30.2,30.6,82,77,4.4,5.2,1.6,2,2.5,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,11,16.53333333,80.8,21,31.4,21.4,35.8,09-11-2011,22.6,29-11-2013,28.4,10-11-2016,14,18-11-2012,60.5,2.6,148.3,20-11-1977,33.6,17.3,25.4,27.7,22.8,23.7,1011.1,1007.8,25.8,26.2,79,70,3.1,3.8,0.9,1.3,2.9,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GANNAVARAM,12,16.53333333,80.8,21,30.4,18.9,35,24-12-2007,20.3,28-12-2004,28.2,30-12-2015,13,22-12-2010,16.7,0.6,133.2,16-12-2003,32.6,15.7,22.8,27,20.4,21.6,1013.2,1009.5,22.2,21.5,80,60,2.2,2.8,0.5,0.8,2.9,KRISHNA,ANDHRA PRADESH,CHENNAI,AMARAVATI,43181
GAYA,1,24.75,84.95,115.82,22.9,8.4,31.5,31-01-2007,9.9,19-01-2003,16.8,19-01-2002,1.5,08-01-2000,13.6,1.2,66,01-01-1901,28.4,3.9,12.6,19.9,11.2,14.8,1004.1,1000.9,12.4,12.8,84,56,2.5,1.7,1.4,0.6,3.7,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,2,24.75,84.95,115.82,26.8,11.7,36.1,27-02-2006,16.4,02-02-1979,19.2,28-02-2006,2.7,09-02-1974,13.9,1.3,49.8,1889-02-18,31.7,7,16.9,24.3,14.4,17.4,1001.9,998.6,14.4,14.4,75,48,1.5,1.6,0.7,0.7,4.6,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,3,24.75,84.95,115.82,32.8,16.2,42.1,27-03-2010,18.8,06-03-1982,26.5,27-03-2024,7.8,04-03-1981,12.2,1.3,68,26-03-1985,38,11.2,23.5,30.8,17.7,19.6,998.4,994.5,15.8,14.1,55,32,1.6,1.7,0.7,0.6,5.2,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,4,24.75,84.95,115.82,38.7,21.9,45,24-04-1980,24.2,22-04-1971,28.9,14-04-1969,12.9,01-04-1968,10.3,0.9,51.2,21-04-1971,42.6,17.3,30.5,36.8,21.3,22.3,994.5,990.2,18.2,15.5,42,25,1.5,2,0.5,0.9,6.2,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,5,24.75,84.95,115.82,39.8,25.5,47.4,30-05-2024,28,21-05-2021,32.9,13-05-2004,17.1,19-05-1999,35.3,2.4,91.8,31-05-2013,45.1,20.9,32.1,37.2,24.5,24.8,990.4,986.2,24.8,21.4,53,36,2.1,2.6,0.9,1.5,6.8,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,6,24.75,84.95,115.82,37.8,26.6,47.9,09-06-1966,25.1,27-06-2008,34.2,01-06-1977,18.3,06-06-1913,155.2,6.6,229.6,1883-06-16,43.7,23.1,31.8,34.9,26.3,26.5,986.7,983.2,29.7,27.8,65,54,4.5,5.2,2.3,3.2,7.1,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,7,24.75,84.95,115.82,33.6,25.7,43.7,06-07-1982,24.9,01-07-1986,30.5,01-07-1987,16.7,1886-07-02,273.2,12.9,209.8,1886-07-27,37.5,23.4,29.3,31.1,26.8,27.2,986.9,984,33,33.1,81,75,6.3,6.5,3.8,4.5,6.5,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,8,24.75,84.95,115.82,33,25.6,42.3,31-08-1979,25.9,01-08-1971,29.4,18-08-1991,18.5,03-08-1962,267.4,13.5,258.6,10-08-1942,35.9,23.4,29,30.6,26.7,27.2,988.8,985.5,33.2,33.3,83,76,6.1,6.5,3.6,4.4,6,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,9,24.75,84.95,115.82,32.5,24.6,42.3,01-09-1979,23.9,23-09-2006,30.1,02-09-1983,17.4,28-09-1994,179.5,8.7,290.8,16-09-1976,35.3,22.2,28.3,29.8,26.1,26.5,992.5,989.3,32,32,83,76,5,5.6,2.9,3.7,5.2,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,10,24.75,84.95,115.82,31.7,20.7,37.2,17-10-1918,21.3,23-10-1982,29.3,03-10-2007,12.2,23-10-1988,53.2,2.4,145.3,14-10-2013,34.5,15.4,25.4,28.5,22.9,24,998.3,994.8,26.2,26.5,80,68,2.3,2.8,1.1,1.6,3.6,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,11,24.75,84.95,115.82,28.9,14.4,35,1896-11-01,19.2,23-11-1998,23.4,10-11-1969,6.5,24-11-2020,8.5,0.5,81.8,08-11-1924,31.8,9.7,19.9,24.8,17.6,19.5,1002.4,998.9,18.5,18.6,79,59,1.3,1.4,0.5,0.6,3.1,GAYA,BIHAR,KOLKATA,PATNA,42591
GAYA,12,24.75,84.95,115.82,24.7,9.7,31.1,13-12-2008,12.8,31-12-2019,19.5,06-12-2023,1.4,25-12-1961,3.2,0.3,49,1885-12-13,28.8,5.9,14.4,21.1,12.8,16.1,1004.4,1000.8,13.6,14.6,82,58,1.3,1,0.6,0.3,3.1,GAYA,BIHAR,KOLKATA,PATNA,42591
GAZIPUR,1,25.4,83.55,64.48,20.9,7.2,30.6,30-01-2007,9.2,07-01-2013,18,26-01-2023,-1,09-01-2013,13.3,1.4,25.6,16-01-1984,26.1,3.3,13.8,18.2,12.4,15.1,1010.3,1006.8,13.4,14.8,84,71,1.6,1,0.8,0.3,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,2,25.4,83.55,64.48,25.7,10.2,34.1,25-02-2006,14.4,13-02-1985,20.5,28-02-2023,3.5,02-02-2008,14.5,1.2,42.4,11-02-2007,30.4,6.2,18,22.9,15.5,18.1,1007.9,1004.4,15.7,17.1,76,61,0.9,0.7,0.2,0.1,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,3,25.4,83.55,64.48,31.5,14.5,40.1,31-03-1999,20.2,07-03-1982,27,25-03-2017,6.2,05-03-1990,8.7,0.9,31.6,01-03-2014,36.9,9.6,23.7,29.1,18.6,20.9,1004.3,1000.3,17.4,18.1,60,46,0.7,0.9,0.1,0.1,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,4,25.4,83.55,64.48,37.8,20.1,45.1,27-04-1999,23.7,21-04-2013,30,23-04-2023,11,04-04-1990,9.3,0.8,47.2,13-04-1993,41.5,15.8,29.6,35.4,21.6,22.7,1000.1,995.6,19.5,17.5,48,31,0.7,0.9,0.1,0,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,5,25.4,83.55,64.48,39,23.6,46.1,15-05-2010,26.5,15-05-1993,32,24-05-1996,16,04-05-2004,26.3,1.7,82.2,17-05-2007,43.6,19.7,31.5,36.7,24.9,25.3,995.9,991.8,26.2,23.2,58,39,1,0.8,0.1,0.1,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,6,25.4,83.55,64.48,37.2,25.2,46.4,19-06-2005,25.6,08-06-2006,34,03-06-2016,19.5,05-06-2003,123.6,6.1,112.5,19-06-2012,42.5,22.2,31.8,35,26.8,27.1,992.2,988.8,31.4,29.5,68,55,2.8,3.1,0.6,0.6,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,7,25.4,83.55,64.48,33.6,24.6,43,07-07-1982,25.1,05-07-1988,30.7,01-07-1987,20,14-07-2024,260.2,11.6,200.4,05-07-1990,37.7,21.9,29.8,31.3,27.3,27.7,992,989.2,34.4,34.1,82,75,5.3,5.3,1.3,1.3,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,8,25.4,83.55,64.48,32.5,24.2,37.2,12-08-1986,26.1,30-08-1993,30,11-08-2007,19,29-08-1991,277.9,12.4,198,25-08-1988,35.5,21.8,29.4,30.6,27.4,27.6,994,991.1,34.8,34.7,84,79,4.8,5,1.3,1.2,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,9,25.4,83.55,64.48,32.3,23.3,37.6,03-09-1979,24.1,13-09-1992,31.2,23-09-1980,18.2,30-09-1991,204.9,8.2,195.6,11-09-1987,35,20.8,28.9,29.9,26.8,27.1,997.9,994.6,33.6,33.6,84,79,3.4,4.2,1,1.1,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,10,25.4,83.55,64.48,31.3,19.3,36.4,02-10-2015,22.1,31-10-1990,28.5,10-10-1995,10,31-10-1990,33.5,1.8,120,05-10-2013,34.2,15.2,26.7,28,23.7,24.4,1004.2,1000.5,27.2,27.8,77,73,1.1,1.3,0.2,0.2,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,11,25.4,83.55,64.48,28.3,13.5,35,01-11-2024,17,30-11-1985,25,02-11-2011,5.7,22-11-1991,7,0.4,43,10-11-1995,31.4,9.3,21.4,24,18.4,20,1007.9,1004.1,19,20.2,74,67,0.5,0.6,0.1,0.1,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GAZIPUR,12,25.4,83.55,64.48,23.1,8.8,30.8,07-12-2006,12.4,23-12-2012,18.5,09-12-2010,1.5,28-12-2019,4.5,0.3,29,10-12-1997,27.6,4.8,15.7,19.5,13.9,16.3,1010.3,1006.5,14.6,16,81,70,1.2,0.8,0.7,0.4,nan,GAZIPUR,UTTAR PRADESH,NEW DELHI,LUCKNOW,42482
GOALPARA,1,26.18333333,90.63333333,38,nan,nan,29,27-01-1959,18.6,03-01-2015,13.4,29-01-2025,3.3,31-01-1964,7.8,0.8,72.4,10-01-1957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,2,26.18333333,90.63333333,38,nan,nan,32.4,13-02-1960,22.8,12-02-2015,17.4,28-02-1969,5.2,16-02-1961,13.4,1,44,15-02-1993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,3,26.18333333,90.63333333,38,nan,nan,37.6,29-03-1958,24.8,02-03-2015,21.4,27-03-1972,5.8,04-03-1965,67.4,3.9,68,19-03-2011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,4,26.18333333,90.63333333,38,nan,nan,39.9,26-04-1958,21,17-04-2021,23.4,23-04-1969,10.4,10-04-1974,254.1,11.7,108.8,30-04-1961,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,5,26.18333333,90.63333333,38,nan,nan,41.4,02-05-1960,21.2,04-05-2021,25.6,29-05-2021,12.6,12-05-1974,329.3,14.9,173.2,16-05-1984,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,6,26.18333333,90.63333333,38,nan,nan,37,27-06-1961,24.5,22-06-1972,27.6,26-06-2024,13.4,02-06-1974,544.4,18.1,420.6,14-06-2002,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,7,26.18333333,90.63333333,38,nan,nan,37,29-07-2015,25.1,18-07-1974,28.6,31-07-2024,15.4,19-07-1974,394.1,15.2,204,04-07-1960,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,8,26.18333333,90.63333333,38,nan,nan,42.1,22-08-1965,25.6,31-08-1974,28.4,15-08-2024,15.4,31-08-1974,245.6,11.1,181.4,31-08-1974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,9,26.18333333,90.63333333,38,nan,nan,37.1,22-09-1967,25.1,01-09-1974,28.2,23-09-2024,14.4,02-09-1974,253.2,11.1,340.6,22-09-2014,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,10,26.18333333,90.63333333,38,nan,nan,36.1,02-10-1956,25.1,01-10-1974,26.6,01-10-2024,11.4,30-10-1974,120.2,4.6,216.4,01-10-1974,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,11,26.18333333,90.63333333,38,nan,nan,32.6,06-11-1969,23.1,28-11-1973,22.6,05-11-2024,6.4,08-11-1974,11,0.7,67,23-11-1966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOALPARA,12,26.18333333,90.63333333,38,nan,nan,31.1,06-12-1955,20.6,12-12-1974,16.4,04-12-2021,4.4,12-12-1974,4.8,0.2,41.4,29-12-2003,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOALPARA,ASSAM,GUWAHATI,-----,42407
GOLAGHAT,1,26.51666667,93.98333333,95,nan,nan,30,01-01-1981,17,19-01-2011,16,30-01-2025,4.4,10-01-1981,13.5,1.5,28.3,10-01-2005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,2,26.51666667,93.98333333,95,nan,nan,30.6,19-02-1967,17.5,01-02-1981,17,21-02-2025,4.9,04-02-1981,22.4,2.2,45.2,19-02-1967,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,3,26.51666667,93.98333333,95,nan,nan,36.1,30-03-1966,20.6,29-03-1970,21.5,08-03-2011,6.6,18-03-1958,46,4.6,60.7,30-03-1985,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,4,26.51666667,93.98333333,95,nan,nan,38.9,22-04-1960,23.1,12-04-1970,24.9,26-04-1970,10,12-04-2011,157.4,10.3,133,15-04-1986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,5,26.51666667,93.98333333,95,nan,nan,38.9,01-05-1960,23.6,18-05-1970,25.5,19-05-2011,10,23-05-2010,203.4,11.9,134.6,06-05-1957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,6,26.51666667,93.98333333,95,nan,nan,38.1,02-06-1969,26.1,15-06-1970,29,24-06-2024,11,30-06-2010,220.5,13.2,139.8,13-06-1966,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,7,26.51666667,93.98333333,95,nan,nan,37.6,05-07-1964,28,19-07-2011,31,27-07-2024,13.9,03-07-1981,278.6,14.5,118,16-07-1959,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,8,26.51666667,93.98333333,95,nan,nan,38,30-08-2011,27,05-08-2015,29,30-08-2024,20.4,29-08-1969,273.5,13.3,147,30-08-1996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,9,26.51666667,93.98333333,95,nan,nan,39.6,17-09-1969,26,01-09-2011,29,23-09-2024,20,08-09-1959,192.9,10.1,124,27-09-1987,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,10,26.51666667,93.98333333,95,nan,nan,35,12-10-2015,24.6,12-10-1969,26,31-10-2024,13.9,31-10-1980,88.7,5,104.6,30-10-1996,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,11,26.51666667,93.98333333,95,nan,nan,33.1,16-11-1966,20.6,27-11-1969,22,09-11-2024,9.4,30-11-1969,16.1,1.1,46.3,24-11-1998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GOLAGHAT,12,26.51666667,93.98333333,95,nan,nan,31.5,31-12-1980,19.6,07-12-1969,18,07-12-2024,4.4,31-12-1969,5.4,0.5,30.2,19-12-2018,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,GOLAGHAT,ASSAM,GUWAHATI,-----,42420
GONDIA,1,21.51666667,80.28333333,304.15,28.3,12.6,34.5,29-01-2007,17,10-01-1978,26.8,30-01-2003,5.5,23-01-2016,18.5,1.2,74.4,31-01-2005,32.2,8.6,16.1,25.2,13.2,17.7,981,977.1,13.1,14.7,71,46,1,0.8,0.5,0.4,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,2,21.51666667,80.28333333,304.15,31.6,15.5,38.5,25-02-2006,18.1,01-02-2005,22.4,28-02-1977,6.7,12-02-1950,17.8,1.4,50,01-02-1979,35.6,11.2,19.4,28.7,15.5,19,979.3,975.3,14.6,14.3,65,37,0.8,0.6,0.3,0.2,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,3,21.51666667,80.28333333,304.15,36.3,19.9,42.5,30-03-1996,22.4,28-03-1989,30.4,29-03-2007,11.4,10-03-1979,19.6,1.8,53.8,05-03-1971,40.1,15.1,24.8,33.6,18.5,21.4,977,972.2,16.5,15.8,53,31,0.6,0.6,0.3,0.2,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,4,21.51666667,80.28333333,304.15,40.2,24.1,46.1,30-04-2007,28,10-04-2000,32.8,23-04-1991,11.6,19-04-1994,12,1.1,31.5,07-04-1977,43.5,19.5,30.2,37.7,21.9,24.2,974,969,19.9,17.8,47,29,0.6,0.8,0.2,0.4,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,5,21.51666667,80.28333333,304.15,42.6,27.9,47.5,27-05-1998,26.6,13-05-1990,34.8,25-05-2010,13.8,01-05-1994,8.3,0.9,80,28-05-1977,45.8,22.9,33.3,39.7,24,25.1,970.4,965.3,22.2,18.7,43,26,0.6,1,0.2,0.4,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,6,21.51666667,80.28333333,304.15,37.3,26.3,47.5,04-06-2003,25.1,28-06-2013,34.8,04-06-2003,19.8,21-06-2014,157.4,8.1,216.7,28-06-1955,44.3,22.6,29.8,33.9,24.7,25.6,967.3,963.3,27,25.6,67,53,3.2,3.2,2.1,2.1,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,7,21.51666667,80.28333333,304.15,31.2,23.9,44.2,07-07-1992,22.1,23-07-2011,34.4,14-07-2002,18,23-07-2014,406,16.4,198.2,27-07-2012,36.6,21.7,26.6,28.8,24.6,25,967.1,965.2,29.4,28.5,84,73,4.8,4.5,3.5,3.3,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,8,21.51666667,80.28333333,304.15,30.4,23.8,36.5,14-08-2000,23.4,19-08-1984,29.8,30-08-2008,18.3,05-08-1953,365.5,16.9,259.7,30-08-1971,34.4,21.9,26,27.8,24.3,25,968.6,965.2,29,29.4,86,79,4.8,5,3.7,3.8,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,9,21.51666667,80.28333333,304.15,32.1,23.5,39.4,21-09-1982,24,05-09-1973,33.2,22-09-2002,19.2,23-09-1966,188.1,8.8,285.4,10-09-2024,34.8,21.6,26.3,29.2,24.4,25.2,972,968.3,28.8,28.8,84,72,3.1,3.3,2.3,2.5,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,10,21.51666667,80.28333333,304.15,32.7,21,38,16-10-1982,22,24-10-1973,29.6,13-10-1986,13.3,30-10-1952,43.4,3,106.7,14-10-1949,35.1,17,24.6,29.3,21.7,23.2,976.4,972.4,24,23.7,76,58,1.4,1.5,0.7,0.9,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,11,21.51666667,80.28333333,304.15,31,16.2,35.7,02-11-2007,19.9,29-11-2023,29.2,04-11-1986,8.5,29-11-1998,10.6,0.7,103.8,11-11-1982,33.2,12.8,20.5,27,17.5,20.5,979.8,976,17.8,19,73,54,0.9,1,0.3,0.5,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GONDIA,12,21.51666667,80.28333333,304.15,29.1,12.3,35.1,26-12-2007,19.7,28-12-2003,20.8,12-12-2015,5,28-12-2000,6.7,0.1,101.4,06-12-1962,31.9,8.3,16.4,25.1,13.7,17.9,982,978.2,13.6,15.1,72,47,0.6,0.6,0.2,0.2,nan,GONDIA,MAHARASHTRA,NAGPUR,-----,42871
GOPALPUR,1,19.25,84.9,17,27.8,16.9,34.3,20-01-1990,18.8,13-01-1981,26.8,21-01-1995,10,1899-01-10,11.1,0.8,84.8,10-01-1968,30.6,13.4,19.7,24.8,17.8,21.3,1015.1,1011.5,19,22.6,82,72,1.7,1.8,0.5,0.6,5,GANJAM,ODISHA,KOLKATA,BHUBANESHWAR,43049
GOPALPUR,2,19.25,84.9,17,29.9,19.8,36.7,13-02-1954,20,07-02-1998,26.4,23-02-1987,11.7,09-02-1934,10.6,0.8,134.4,14-02-1937,32.6,16.2,22.9,26.8,20.6,23.6,1013.1,1009.6,22.7,26.7,80,75,1.7,1.8,0.7,0.8,6.3,GANJAM,ODISHA,KOLKATA,BHUBANESHWAR,43049
GOPALPUR,3,19.25,84.9,17,31.4,23.3,40,29-03-1956,22.1,09-03-1987,30,17-03-1987,15.4,01-03-1984,12.5,0.8,95.8,03-03-1957,34.3,19.9,26.7,28.5,24.1,25.9,1010.3,1006.5,28.2,31.4,80,81,1.8,2.7,0.7,1.3,8.7,GANJAM,ODISHA,KOLKATA,BHUBANESHWAR,43049
GOPALPUR,4,19.25,84.9,17,31.8,25.3,39.4,17-04-2023,25.8,17-04-2006,32.3,25-04-2019,18.5,25-04-1967,28.3,1.7,133.6,16-04-1971,34.5,21.8,28.4,28.8,26,26.8,1007.4,1003.7,31.7,33.5,82,84,2.4,4.4,0.9,2.3,11.8,GANJAM,ODISHA,KOLKATA,BHUBANESHWAR,43049
GOPALPUR,5,19.25,84.9,17,33,26.9,43.3,18-05-1915,26.3,11-05-1995,30.8,27-05-2016,19.3,06-05-1977,69.8,3.7,169.3,03-05-2019,35.8,22.1,30,30.1,27.5,28,1003.5,1000.2,34.7,36.1,81,84,3.6,4.6,1.5,2.4,11.5,GANJAM,ODISHA,KOLKATA,BHUBANESHWAR,43049
